ሰላማዊ	ሰላ+ማዊ
ስግኣት	ስግ+ኣት
ዝበኣስ	ዝ+በኣስ
ኣግዳድዎ	ኣግዳድ+ዎ
ምዕመን	ምዕመ+ን
ዝመፀ	ዝ+መፀ
እነትመፀ	እ+ነትመፀ
እንተበኣስ	እንተ+በኣስ
ዝግባዕ	ዝ+ግባዕ
ዝረብሕ	ዝ+ረብሕ
ብቁዕ	ብ+ቁዕ
ንሓዋሩ	ን+ሓዋሩ
ሕርቀት	ሕርቀ+ት
ጉንጉን	ጉንጉ+ን
ተመሊኡ	ተመሊ+ኡ
ብሓደጋ	ብ+ሓደጋ
ሩጉም	ሩጉ+ም
ምስኪናይ	ምስ+ኪናይ
ደድሕነት	ደድሕ+ነት
አይረሳዖን	አይረሳዖ+ን
ውዒዩ	ውዒ+ዩ
ናብዙይን	ናብ+ዙይ+ን
ናብይንበለ	ናብ+ይንበለ
ከምለሰስአሻሸ	ከም+ለሰስአሻሸ
ዝተፀጋፊ	ዝ+ተፀጋፊ
ተጋጊዩ	ተጋጊ+ዩ
ዝተሰርሓ	ዝ+ተሰርሓ
ዝሓረቀ	ዝ+ሓረቀ
ዝጓሃየ	ዝ+ጓሃየ
(ከም	(ከ+ም
ጉትት	ጉት+ት
በድንገት	በድንገ+ት
ዕመታት	ዕመ+ታት
ዓመታት	ዓመ+ታት
ብብዓመቱ	ብ+ብዓመቱ
ምህረት	ምህረ+ት
ዓመተትን	ዓመተት+ን
ንዘመናት	ን+ዘመ+ናት
ንዓመታት	ን+ዓመ+ታት
ናፍቆት	ናፍቆ+ት
ብኸያት	ብ+ኸ+ያት
ኮይኑግና	ኮይኑግ+ና
ኣፍርዩ	ኣፍር+ዩ
ኣርዑት	ኣርዑ+ት
እነንጀኻትኩም	እ+ነንጀኻት+ኩም
ንስኻትክን	ን+ስኻት+ክን
ንስኺ	ን+ስኺ
መንእስያት	መንእስ+ያት
እኾኑ	እ+ኾኑ
ሰብዓይን	ሰብዓይ+ን
ንእስቶይ	ን+እስቶይ
ንኡስ	ን+ኡስ
ናትኹም	ናትኹ+ም
መንእሰያት	መንእሰ+ያት
ናይመንእስያት	ናይመንእስ+ያት
ዝለልአለ	ዝ+ለልአለ
ብጥቕኡ	ብ+ጥቕ+ኡ
ሻርነራኡ	ሻርነራ+ኡ
መቐነቲ	መቐነ+ቲ
ግዝኣት	ግዝ+ኣት
በሃንደበት	በሃንደበ+ት
