የኦነግ	የ+ኦነግ
31ኛው	31ኛ+ው
32007ዋኢማ-በናይጄሪያዊው	32007ዋኢማ-በናይጄሪያ+ዊው
32007ዋኢማ-ተፎካካሪ	32007ዋኢማ+-ተፎካካሪ
32ኛው	32ኛ+ው
32ኛውን	32ኛ+ውን
33ኛው	33ኛ+ው
340በሃያ	340በ+ሃያ
34ኛው	34ኛ+ው
34ኛውን	34ኛ+ውን
35ኛና	35ኛ+ና
35ኛው	35ኛ+ው
35ኛውን	35ኛ+ውን
36ቀበሌዎች	36ቀበሌ+ዎች
36ኛዋ	36ኛ+ዋ
38ኛው	38ኛ+ው
39ኙን	39ኙ+ን
3ሺዎቹ	3ሺ+ዎቹ
3ተኛ	3ተ+ኛ
3ተኛው	3ተ+ኛ+ው
3ቱንም	3ቱ+ን+ም
3ኛና	3ኛ+ና
3ኛው	3ኛ+ው
3ኛውን	3ኛ+ውን
3አገልግሎት	3አ+ገል+ግሎት
የምትጠብቅ	የ+ምትጠብቅ
40ኛው	40ኛ+ው
40ኛውን	40ኛ+ውን
41ኛው	41ኛ+ው
41ኛውን	41ኛ+ውን
41በዓለም	41በ+ዓለም
42007ዋኢማ-ለሃገሪቱ	42007ዋኢማ+-ለሃገሪቱ
42007ዋኢማ-የጨርቃ	42007ዋኢማ+-የጨርቃ
42ኛው	42ኛ+ው
433ኛው	433ኛ+ው
433ኛውን	433ኛ+ውን
437ኛውን	437ኛ+ውን
442ኛው	442ኛ+ው
45የ-ፖለቲካ	45የ+-ፖለቲካ
46ኛው	46ኛ+ው
46ኛውን	46ኛ+ውን
487ኛው	487ኛ+ው
489ኛው	489ኛ+ው
48ኛውን	48ኛ+ውን
4ተኛው	4ተ+ኛ+ው
4ኛውን	4ኛ+ውን
4ኛውንና	4ኛ+ው+ንና
4ዓመታትም	4ዓመ+ታት+ም
ፈረሰኞችን	ፈረ+ሰኞችን
500አውቶብሶች	500አውቶብ+ሶች
500ዎቹ	500ዎ+ቹ
50ኛው	50ኛ+ው
50ኛውን	50ኛ+ውን
50ዎቹ	50ዎ+ቹ
50ዓመታት	50ዓመ+ታት
51በመቶ	51በ+መቶ
529ኙን	529ኙ+ን
54ቱም	54ቱ+ም
5በመቶ	5በ+መቶ
5ኛው	5ኛ+ው
5ኛውን	5ኛ+ውን
5ከጎረቤት	5ከ+ጎረቤት
600ዎቹ	600ዎ+ቹ
60ከጨርቃ	60ከ+ጨር+ቃ
60ዎቹ	60ዎ+ቹ
62007ዋኢማ-5ኛው	62007ዋኢማ+-5ኛው
68ኛው	68ኛ+ው
6ኛው	6ኛ+ው
70በመቶ	70በ+መቶ
72ኛው	72ኛ+ው
74ኛውን	74ኛ+ውን
7ኛው	7ኛ+ው
7ኛውን	7ኛ+ውን
80ዎቹ	80ዎ+ቹ
838ዎቹ	838ዎ+ቹ
87በመቶ	87በ+መቶ
8ተኛውን	8ተ+ኛ+ውን
8ኛና	8ኛ+ና
8ኛው	8ኛ+ው
8ኛውን	8ኛው+ን
8የሕብረት	8የ+ሕብ+ረት
በረራ	በረ+ራ
9ኛው	9ኛ+ው
9ኛውን	9ኛ+ውን
መልኩን	መል+ኩን
መድፍና	መድፍ+ና
ምግብና	ምግብ+ና
ሽምብራውን	ሽምብራ+ውን
በአርበኝነት	በ+አርበ+ኝነት
በጊዮርጊስ	በ+ጊዮርጊስ
አለዚያ	አለ+ዚያ
አመታት	አመ+ታት
እመኪናው	እ+መኪና+ው
እንግሊዝም	እንግሊዝ+ም
እድሜው	እድሜ+ው
ከርስዎ	ከ+ርስዎ
ከሳቸው	ከ+ሳቸው
ወንድምየው	ወንድም+የው
ይፈጥረዋል	ይ+ፈጥ+ረዋል
ጠመንጃውን	ጠመንጃ+ውን
<<17ኛው	<<17ኛ+ው
<<ለምን	<<ለ+ምን
<<ለትንሽ	<<ለ+ትንሽ
<<በጥቅምት	<<በ+ጥቅምት
<<እንዲህ	<<እንዲ+ህ
<<የላሊበላን	<<የ+ላሊበላ+ን
<<የኢትዮጵያ	<<የ+ኢትዮጵያ
<<የኢጣሊያ	<<የ+ኢጣሊያ
<<የውጫሌ	<<የ+ውጫሌ
<<የዛሬ	<<የ+ዛሬ
<<ጣሊያኖች	<<ጣሊያ+ኖች
የአዲስ	የ+አዲስ
ከአድዋ	ከ+አድዋ
አለው	አ+ለው
[አሰራር	[አ+ሰራር
ለማወቅ]	ለ+ማወቅ+]
[እንመርመር	[እን+መርመር
በፊት	በ+ፊት
[ጐሣው	[ጐሣ+ው
\ተደስተው	\ተ+ደስ+ተው
_ለኢትዮጵያ	_ለ+ኢትዮጵያ
_መግለጫ	_መ+ግ+ለጫ
_ተዓማኒነትን	_ተዓማኒ+ነትን
በህዝቦቿ	በ+ህዝ+ቦቿ
ከጥቅሱ	ከ+ጥ+ቅሱ
አዛማጅ	አ+ዛማጅ
7የሲዲ	7የ+ሲዲ
በዚያን	በ+ዚያ+ን
የዚህ	የ+ዚህ
የሚለው	የ+ሚ+ለው
|የብር|	|የ+ብር|
ሀይማኖትን	ሀይማኖት+ን
ሁለተኛው	ሁለ+ተኛው
ሁሉም	ሁሉ+ም
ለሽብርና	ለ+ሽ+ብርና
ለእስራኤል	ለ+እስራኤል
ለዜጎቹ	ለ+ዜ+ጎቹ
ለፋብሪካዎቹ	ለ+ፋብሪካ+ዎቹ
ልማትና	ል+ማት+ና
ልጄ	ል+ጄ
ሕመማችንንም	ሕ+መማችን+ንም
ሕማማት»	ሕማ+ማት»
ሕብረተሰቡ	ሕብ+ረተሰቡ
ሕዝቦች	ሕዝ+ቦች
ሕጋዊ»	ሕ+ጋዊ»
መንግስት	መ+ን+ግስት
መያዝ»	መ+ያዝ»
ማንኛውም	ማን+ኛ+ውም
ምርጫ	ም+ርጫ
ምቹ	ም+ቹ
ሥልጣናቸው	ሥ+ልጣናቸው
ሥራችንን	ሥ+ራችንን
ሥርዓቱ	ሥርዓ+ቱ
ሥጋውን	ሥጋ+ውን
ራያም	ራያ+ም
ሰላምን»	ሰላም+ን»
ሰነዱን	ሰነ+ዱን
ስለአፍሪካ	ስለ+አፍሪካ
ስልጣኔ	ስ+ልጣኔ
ስማችሁ	ስ+ማችሁ
ስድስቱ	ስድስ+ቱ
ሶስተኛው	ሶስ+ተኛው
ሽብርተኝነትን	ሽ+ብርተኝነትን
ቀሪው	ቀ+ሪው
ቅድስት	ቅ+ድስት
በሀገሪቱ	በ+ሀገ+ሪቱ
በህዝብ	በ+ህዝብ
በሉአላዊነት	በ+ሉአላዊ+ነት
በልጃገረዶች	በ+ልጃገረ+ዶች
በሕይወቱ	በ+ሕይወ+ቱ
በመለስ	በ+መለስ
በመካከላችን	በ+መካከ+ላችን
በሚጐርፍባት	በ+ሚጐርፍባት
በማንኛውም	በ+ማን+ኛ+ውም
በሩቅ	በ+ሩቅ
በራሱ»	በራ+ሱ»
በሮማው	በ+ሮማ+ው
በቋንቋ	በ+ቋንቋ
በቪዲዮ	በ+ቪዲዮ
በቻይና	በ+ቻይ+ና
በኃይል	በ+ኃይል
በንፁህ	በ+ን+ፁህ
በአንድ	በ+አንድ
በአደንዛዥ	በ+አደን+ዛዥ
በአገሬ	በ+አገ+ሬ
በአጭር	በ+አጭር
በኢራቅ	በ+ኢራቅ
በኢትዮጵያ	በ+ኢትዮጵያ
በእርስዎ	በ+እርስዎ
በእስራኤል	በ+እስራኤል
በወያኔ	በ+ወያኔ
በደኢህዴን	በ+ደኢህዴን
በገንዘብ	በ+ገንዘብ
በግሌ	በ+ግሌ
በጎሳ	በ+ጎሳ
በጐበዝ	በ+ጐበዝ
ብልህነት	ብልህ+ነት
ተመልከት	ተ+መልከት
ተሸጠዋል፤	ተ+ሸጠዋል፤
ተግባራዊ	ተግ+ባራዊ
ታላቅና	ታላቅ+ና
ትርፋማና	ት+ርፋማና
ችላ	ች+ላ
ኃላፊነት	ኃላፊ+ነት
አልፀፀትም»	አል+ፀፀትም»
አሜሪካኖቹ	አሜሪካ+ኖቹ
አርያም»	አርያ+ም»
አስቀድሞ	አስ+ቀድ+ሞ
አንተን	አንተ+ን
አክራሪነት»	አ+ክ+ራሪነት»
አክራሪዎች»	አ+ክ+ራሪዎች»
አይቶ»	አይ+ቶ»
አደጋውን	አደጋ+ውን
አገራችሁ	አገ+ራችሁ
እስራኤልን	እስራኤል+ን
እነዚህ	እነ+ዚህ
እኔም	እኔ+ም
እንዲኖርህ	እንዲ+ኖር+ህ
እንዲያውም	እንዲ+ያ+ው+ም
እንዲያፈገፍግ	እንዲ+ያፈገፍግ
ከሁሉ	ከ+ሁሉ
ከመልሶ	ከ+መል+ሶ
ከመቼውም	ከ+መቼ+ው+ም
ከመዝ	ከ+መዝ
ከአሁኑ	ከ+አሁ+ኑ
ከአፍጋኒስታን	ከ+አፍጋኒስታን
ከኢራቅ	ከ+ኢራቅ
ከእንግዲህ	ከ+እንግዲህ
ከዚያ	ከ+ዚያ
ከደንበኛው	ከ+ደን+በኛው
ከድንበራቸው	ከ+ድንበ+ራቸው
ከግብረ	ከ+ግብረ
ከጨርቁ	ከ+ጨር+ቁ
ከፍተኛ	ከፍ+ተኛ
ከፕሬስ	ከ+ፕሬስ
ወታደራዊ	ወታደ+ራዊ
ወታደሮች	ወታደ+ሮች
ወንድም»	ወንድ+ም»
ወደፊት	ወደ+ፊት
ውሳኔ	ው+ሳኔ
ውጊያው	ው+ጊያው
ውጤቱ	ውጤ+ቱ
ዕቅዱ	ዕ+ቅዱ
የ-ታላቅ-ኡ	የ+-+ታላቅ-ኡ
የልማትና	የ+ል+ማት+ና
የሕማም	የ+ሕማም
የመለስና	የ+መለስ+ና
የሚታገል»	የ+ሚታገል»
የማፈግፈግ	የማ+ፈግፈግ
የሞት	የ+ሞት
የሰላም	የ+ሰላም
የሰላምና	የ+ሰላም+ና
የሰንደቅ	የ+ሰንደቅ
የሱዳን	የ+ሱዳን
የስምምነት	የ+ስ+ምምነት
የስራዬ	የ+ስራዬ
የሽብር	የ+ሽብር
የቀዱዊ	የ+ቀዱዊ
የቅርብ	የ+ቅርብ
የበዓላቱ	የ+በዓ+ላቱ
የቡሽ	የ+ቡሽ
የብሄረሰቦች	የ+ብሄ+ረሰቦች
የቴሌኮም	የ+ቴሌኮም
የኃጢያት	የ+ኃጢያት
የነፃነት	የ+ነፃ+ነት
የንቀት	የ+ን+ቀት
የንጉሥ	የ+ንጉሥ
የኖሬጋ	የ+ኖሬጋ
የአህጉሪቱን	የ+አህጉ+ሪቱን
የአለት	የ+አለት
የአራፋት	የ+አራ+ፋት
የአዲሱ	የ+አዲ+ሱ
የኡምክሆንቶ	የ+ኡምክሆንቶ
የኢራቅ	የ+ኢራቅ
የኢንቨስትመንት	የ+ኢንቨስትመንት
የኤኤንሲ»	የ+ኤኤንሲ»
የእሳቸውን	የ+እሳቸው+ን
የእኔ	የ+እኔ
የእኛ	የ+እኛ
የከፍተኛ	የ+ከ+ፍተኛ
የኮሌስትሮል	የ+ኮሌስትሮል
የኮምፒውተር	የ+ኮምፒውተር
የወታደራዊ	የ+ወታደ+ራዊ
የወጣት	የ+ወጣት
የዓመቱ	የ+ዓመ+ቱ
የዕድገትና	የ+ዕ+ድገት+ና
የዛሬን	የ+ዛሬ+ን
የዩኤስ	የ+ዩኤስ
የዶዳ	የ+ዶዳ
የጃንሆይ	የ+ጃንሆይ
የግርማዊ	የ+ግርማዊ
የጡረታ	የ+ጡረታ
የፈጠራ	የ+ፈጠራ
የፕሮጀክቱ	የ+ፕሮጀክ+ቱ
ያየሁትን	ያየ+ሁ+ትን
ይህን	ይህ+ን
ይህንን	ይህ+ንን
ይኑር	ይ+ኑር
ደንበኞች	ደንበ+ኞች
ዲያስፖራው	ዲያስፖራ+ው
ዲፕሎማሲያችንበአካባቢያችን	ዲፕሎማሲያችንበ+አካባቢያችን
ዳያስፖራው	ዳያስፖራ+ው
ድጋፏን	ድ+ጋፏን
ጉድለቶችን	ጉድ+ለቶችን
ጠንካራ»	ጠን+ካራ»
ጥቃቱ	ጥ+ቃቱ
ጥንታዊ	ጥን+ታዊ
ጥገኝነት	ጥ+ገኝነት
ጦርነት	ጦር+ነት
ፍቅርና	ፍ+ቅርና
ፖሊሲው	ፖሊሲ+ው
በአነስተኛ	በ+አነስ+ተኛ
¬በኢትዮጵያ	¬በ+ኢትዮጵያ
»የባህሩ	»የ+ባህ+ሩ
ጉድጓዶች	ጉድጓ+ዶች
ሀላፉነቱ	ሀላ+ፉነቱ
ሀላፊነቱ	ሀላፊ+ነቱ
ሀላፊነቱን	ሀላፊ+ነቱን
ሀላፊነታቸው	ሀላፊ+ነታቸው
ሀላፊነታቸውን	ሀላፊ+ነታቸውን
ሀላፊነታችን	ሀላፊ+ነታችን
ሀላፊነታችንን	ሀላፊ+ነታችንን
ሀላፊነት	ሀላፊ+ነት
ሀላፊነትን	ሀላፊ+ነትን
ሀላፊና	ሀላፊ+ና
ሀላፊዋ	ሀላፊ+ዋ
ሀላፊው	ሀላፊ+ው
ሀላፊዎቹ	ሀላፊ+ዎቹ
ሀላፊዎቻቸው	ሀላፊ+ዎቻቸው
ሀላፊዎች	ሀላፊ+ዎች
ሀላፊዎችም	ሀላፊ+ዎች+ም
ሀላፊዎችና	ሀላፊ+ዎች+ና
ሀሙስና	ሀሙስ+ና
ሀምሌን	ሀምሌ+ን
ሀረሪና	ሀረሪ+ና
ሀረርን	ሀረር+ን
ሀረሮች	ሀረ+ሮች
ሀረጉ	ሀረ+ጉ
ሀሰብን	ሀሰብ+ን
ሀሰተኛ	ሀሰ+ተኛ
ሀሳብም	ሀሳብ+ም
ሀሳብና	ሀሳብ+ና
ሀሳብን	ሀሳብ+ን
ሀሳቦችንና	ሀሳቦች+ን+ና
ሀቁ	ሀ+ቁ
ሀበሾች	ሀበ+ሾች
ሀብረተሰቡ	ሀብረተሰ+ቡ
ሀብረተሰቡን	ሀብረተሰ+ቡን
ሀብረተሰብና	ሀብረተሰብ+ና
ሀብቱን	ሀብቱ+ን
ሀብታቸውን	ሀብ+ታቸውን
ሀብታችንን	ሀብ+ታችንን
ሀብታዊ	ሀብ+ታዊ
ሀብቴ	ሀብ+ቴ
ሀብትና	ሀብት+ና
ሀብትን	ሀብት+ን
ሀብትለአትክልትና	ሀብትለአትክልት+ና
ሀብቶቹን	ሀብ+ቶቹን
ሀብቶቻቸውን	ሀብ+ቶቻቸውን
ሀብቶቻችን	ሀብ+ቶቻችን
ሀብቶች	ሀብ+ቶች
ሀብቶችና	ሀብ+ቶች+ና
ሀብቶቿ	ሀብ+ቶቿ
ሀብቷ	ሀብ+ቷ
ሀብቷን	ሀብ+ቷን
ሀዋሳና	ሀዋሳ+ና
ሀውልቱ	ሀውል+ቱ
ሀውልቱን	ሀውል+ቱን
ሀውልትን	ሀውልት+ን
ሀውልትኦች	ሀውልት+ኦች
ሀውልቶች	ሀውል+ቶች
ሀውልቶችም	ሀውል+ቶች+ም
ሀውልቶችን	ሀውል+ቶችን
ሀውሎቶችን	ሀውሎ+ቶችን
ሀዝቦች	ሀዝ+ቦች
ሀያልነቱን	ሀያል+ነቱን
ሀያሲው	ሀያሲ+ው
ሀይለኛ	ሀይ+ለኛ
ሀይሉና	ሀይሉ+ና
ሀይሉን	ሀይሉ+ን
ሀይሉበውትድርና	ሀይሉበ+ውትድርና
ሀይላቸውን	ሀይ+ላቸውን
ሀይላችን	ሀይ+ላችን
ሀይሌና	ሀይሌ+ና
ሀይል-ን	ሀይ+ል-ን
ሀይልነቱን	ሀይ+ልነቱን
ሀይልና	ሀይ+ልና
ሀይልን	ሀይ+ልን
ሀይሎች	ሀይ+ሎች
ሀይሎችና	ሀይ+ሎች+ና
ሀይሎችን	ሀይ+ሎችን
ሀይሎችንም	ሀይ+ሎች+ንም
ሀይሎችንና	ሀይ+ሎች+ንና
ሀይሏን	ሀይ+ሏን
ሀይማኖቱ	ሀይማኖ+ቱ
ሀይማኖታዊ	ሀይማኖ+ታዊ
ሀይማኖታዊም	ሀይማኖ+ታዊ+ም
ሀይማኖታዊና	ሀይማኖ+ታዊ+ና
ሀይማኖትንም	ሀይማኖት+ን+ም
ሀይማኖቶች	ሀይማኖ+ቶች
ሀይማኖቶችን	ሀይማኖ+ቶችን
ሀይቁ	ሀይ+ቁ
ሀይቁን	ሀይ+ቁን
ሀይቅም	ሀይቅ+ም
ሀይቅና	ሀይቅ+ና
ሀይቅን	ሀይቅ+ን
ሀይቅንም	ሀይቅ+ን+ም
ሀይቆቹ	ሀይ+ቆቹ
ሀይቆች	ሀይ+ቆች
ሀይቆችም	ሀይ+ቆች+ም
ሀይቆችና	ሀይ+ቆች+ና
ሀይወቱ	ሀይወ+ቱ
ሀይድሮጂን	ሀይድሮጂ+ን
ሀይድሮጂንን	ሀይድሮጂ+ንን
ሀገሩ	ሀገ+ሩ
ሀገሩን	ሀገ+ሩን
ሀገሪቱ	ሀገ+ሪቱ
ሀገሪቱን	ሀገ+ሪቱን
ሀገሪቱንም	ሀገ+ሪቱን+ም
ሀገሪቷ	ሀገ+ሪቷ
ሀገሪቷን	ሀገ+ሪቷን
ሀገራቱ	ሀገ+ራቱ
ሀገራቱን	ሀገ+ራቱን
ሀገራት	ሀገ+ራት
ሀገራትም	ሀገ+ራት+ም
ሀገራትና	ሀገ+ራት+ና
ሀገራትን	ሀገ+ራትን
ሀገራቸዉም	ሀገ+ራቸዉም
ሀገራቸዉን	ሀገ+ራቸዉን
ሀገራቸው	ሀገ+ራቸው
ሀገራቸውም	ሀገ+ራቸው+ም
ሀገራቸውን	ሀገ+ራቸውን
ሀገራቸውንና	ሀገ+ራቸው+ንና
ሀገራችሁን	ሀገ+ራችሁን
ሀገራችሁንና	ሀገ+ራችሁ+ንና
ሀገራችን	ሀገ+ራችን
ሀገራችንን	ሀገ+ራችንን
ጠብቋት	ጠብ+ቋት
ሀገራዊ	ሀገ+ራዊ
ሀገራዊነትን	ሀገ+ራዊነትን
ሀገራዊና	ሀገ+ራዊ+ና
ሀገራዊውን	ሀገ+ራዊውን
ሀገሬ	ሀገ+ሬ
ሀገሬቱ	ሀገ+ሬቱ
ሀገሬን	ሀገ+ሬን
የሰራውን	የ+ሰራ+ውን
ሀገር-አት	ሀገር+-አት
ሀገር-አት-ኡ	ሀገር+-አት-ኡ
ሀገር-ኢት-ን	ሀገር+-ኢት-ን
ሀገር-ኢት-ኡ	ሀገር+-ኢት-ኡ
ሀገርም	ሀገር+ም
ሀገርና	ሀገር+ና
ሀገርን	ሀገር+ን
ሀገርንም	ሀገር+ን+ም
ሀገርንና	ሀገር+ን+ና
ሀገሮች	ሀገ+ሮች
ሀገሮችም	ሀገ+ሮች+ም
ሀገሮችና	ሀገ+ሮች+ና
ሀገሮችን	ሀገ+ሮችን
ሀገሯን	ሀገ+ሯን
ሀጋራት	ሀጋ+ራት
ሀጻናት	ሀጻ+ናት
ሁለተኛ	ሁለ+ተኛ
ሁለተኛም	ሁለ+ተኛ+ም
ሁለተኛነት	ሁለ+ተኛነት
ሁለተኛና	ሁለ+ተኛ+ና
ሁለተኛዋ	ሁለ+ተኛዋ
ሁለተኛውና	ሁለ+ተኛ+ውና
ሁለተኛውን	ሁለ+ተኛውን
ሁለቱ	ሁለ+ቱ
መረጃውንም	መረጃ+ው+ንም
ሁለቱን	ሁለ+ቱን
ሁለቱንም	ሁለ+ቱን+ም
ሁለታችን	ሁለ+ታችን
ሁለታችንም	ሁለ+ታችን+ም
ሁለቴ	ሁለ+ቴ
ሁለት-ሶስተኛውን	ሁለት+-ሶስተኛውን
ሁለት-ኛ	ሁለት+-ኛ
ሁለት-ኡ	ሁለት+-ኡ
ሁለትም	ሁለት+ም
ሁለትነታቸው	ሁለት+ነታቸው
ሁለትና	ሁለት+ና
ሁለትን	ሁለት+ን
ሁለትንና	ሁለት+ን+ና
ሁለትኛ	ሁለት+ኛ
ሁለንተናዊ	ሁለንተና+ዊ
ሁለንተናዊና	ሁለንተ+ናዊና
ነፃነት	ነፃ+ነት
አልቅሼ	አ+ል+ቅሼ
አድርጎ	አ+ድ+ርጎ
ሁሉ-ም	ሁሉ+-ም
ሁሉ-ን-ም	ሁሉ+-ን+-ም
ሁሉምበየበቅሎዎቻቸው	ሁሉምበየበቅሎ+ዎቻቸው
ሁሉን	ሁሉ+ን
ሁሉንም	ሁሉ+ን+ም
ሁሉንስ	ሁሉ+ን+ስ
ሁሉየተለየየከበረነውና	ሁሉ+የተለየየከበረነው+ና
ሁሉ፤በአፍሪካዊነት	ሁሉ፤በአፍሪካዊ+ነት
ሁላችሁንም	ሁ+ላችሁ+ንም
ሁላችን	ሁ+ላችን
ሁላችንም	ሁ+ላችን+ም
ሁላችንንም	ሁ+ላችን+ንም
ሁሌም	ሁሌ+ም
ሁልህም	ሁል+ህ+ም
ሁልጊዜም	ሁል+ጊዜም
ሁልጊዜው	ሁል+ጊዜው
ሁሙማን	ሁሙ+ማን
ሁሚቪስና	ሁሚቪስ+ና
ሁሴንና	ሁሴን+ና
ሁሴንን	ሁሴን+ን
ሁነባቸውና	ሁነ+ባቸው+ና
ሁነቱ	ሁነ+ቱ
ሁነቱን	ሁነ+ቱን
ሁነቶችም	ሁነ+ቶችም
ሁነቶችን	ሁነ+ቶችን
ሁነኛው	ሁነኛ+ው
ሁነኛውና	ሁነኛ+ው+ና
ሁነው	ሁነ+ው
ሁናቴና	ሁናቴ+ና
ሁናቴው	ሁናቴ+ው
ሁናቴውን	ሁናቴ+ውን
ሁናቴዎች	ሁናቴ+ዎች
ሁናችሁ	ሁ+ናችሁ
የአጼ	የ+አጼ
ሁኔታ-ው	ሁኔታ+-ው
የህዝብና	የ+ህዝብ+ና
ሁኔታም	ሁኔታ+ም
ሁኔታቸውን	ሁኔታ+ቸውን
ሁኔታና	ሁኔታ+ና
ሁኔታን	ሁኔታ+ን
ሁኔታንም	ሁኔታ+ን+ም
ሁኔታንና	ሁኔታን+ና
ሁኔታው	ሁኔታ+ው
ከቁጥጥር	ከ+ቁጥጥር
ሁኔታውን	ሁኔታ+ውን
ሁኔታዎቸን	ሁኔታዎቸ+ን
ሁኔታዎቹ	ሁኔታ+ዎቹ
ሁኔታዎች	ሁኔታ+ዎች
ሁኔታዎችም	ሁኔታ+ዎች+ም
ሁኔታዎችና	ሁኔታ+ዎች+ና
ሁኔታዎችን	ሁኔታ+ዎችን
ሁኔታዎችንና	ሁኔታ+ዎች+ንና
ከፈቃድዎ	ከ+ፈቃድዎ
ሁከቱን	ሁከ+ቱን
ሁከትና	ሁከት+ና
ሁከትን	ሁከት+ን
ሁከቶችን	ሁከ+ቶችን
ሁካታ	ሁካ+ታ
ሁካታውን	ሁካ+ታውን
ሂሳባቸው	ሂሳ+ባቸው
ሂሳባቸውን	ሂሳ+ባቸውን
ሂሳብና	ሂሳብ+ና
ሂሳብን	ሂሳብ+ን
ሂሳቦች	ሂሳ+ቦች
ሂሳቦችን	ሂሳ+ቦችን
ሂትለርን	ሂትለር+ን
ሂይወቷን	ሂይወ+ቷን
ሂደት-ኡ	ሂደት-+ኡ
ሂደት-ኡ-ን	ሂደት-+ኡ-ን
ለሃይማኖታችሁና	ለ+ሃይማኖ+ታችሁ+ና
ሃለፊነቱን	ሃለፊ+ነቱን
ሃለፊነታቸውን	ሃለፊ+ነታቸውን
ሃላፉው	ሃላፉ+ው
ሃላፊ-ነት	ሃላፊ+-ነት
ሃላፊ-ው	ሃላፊ+-ው
ሃላፊቶቹን	ሃላፊ+ቶቹን
ሃላፊነቱ	ሃላፊ+ነቱ
ሃላፊነቱን	ሃላፊ+ነቱን
ሃላፊነታቸዉን	ሃላፊ+ነታቸዉን
ሃላፊነታቸው	ሃላፊ+ነታቸው
ሃላፊነታቸውን	ሃላፊ+ነታቸውን
ሃላፊነታችንን	ሃላፊ+ነታችንን
ሃላፊነት	ሃላፊ+ነት
ሃላፊነትም	ሃላፊ+ነት+ም
ሃላፊነትና	ሃላፊ+ነት+ና
ሃላፊነትን	ሃላፊ+ነትን
ሃላፊነቶቹን	ሃላፊ+ነቶቹን
ሃላፊነቶቻቸውን	ሃላፊ+ነቶቻቸውን
ሃላፊና	ሃላፊ+ና
ሃላፊዋ	ሃላፊ+ዋ
ሃላፊው	ሃላፊ+ው
ሃላፊውም	ሃላፊ+ው+ም
ሃላፊውን	ሃላፊ+ውን
ሃላፊዎቹ	ሃላፊ+ዎቹ
ሃላፊዎቹና	ሃላፊ+ዎ+ቹና
ሃላፊዎቻቸው	ሃላፊ+ዎቻቸው
ሃላፊዎች	ሃላፊ+ዎች
ሃላፊዎችም	ሃላፊ+ዎች+ም
ሃላፊዎችና	ሃላፊ+ዎች+ና
ሃላፊዎችን	ሃላፊ+ዎችን
ሃላፍነታችን	ሃላፍ+ነታችን
ሃሌታና	ሃሌታ+ና
ሃምሳና	ሃምሳ+ና
ሃሣቡ	ሃሣ+ቡ
ሃሩርና	ሃሩር+ና
ሃሪማንና	ሃሪማን+ና
ሃሰተኛ	ሃሰ+ተኛ
ሃሰተኛና	ሃሰ+ተኛ+ና
ሃሰንና	ሃሰን+ና
ሃሳብ-ኦችን-ም	ሃሳብ+-ኦች+ን-ም
ሃሳብና	ሃሳብ+ና
ሃሳብን	ሃሳብ+ን
ሃብቱ	ሃብ+ቱ
ሃብቱን	ሃብ+ቱን
ሃብቱንና	ሃብ+ቱን+ና
ሃብታሞች	ሃብ+ታሞች
ሃብታቸው	ሃብ+ታቸው
ሃብታቸውን	ሃብ+ታቸውን
ሃብታችን	ሃብ+ታችን
ሃብታዊ	ሃብ+ታዊ
ሃብትም	ሃብት+ም
ሃብትና	ሃብት+ና
ሃብትን	ሃብት+ን
ሃብትንና	ሃብት+ን+ና
ሃብቶችንና	ሃብ+ቶች+ንና
ሃብቷን	ሃብ+ቷን
ሃዋሪያት	ሃዋሪያ+ት
ሃውልቱ	ሃውል+ቱ
ሃውልታቸው	ሃውል+ታቸው
ሃውልትና	ሃውልት+ና
ሃውስም	ሃውስ+ም
ሃያን	ሃያ+ን
ሃያኛ	ሃያ+ኛ
ሃያኛውን	ሃያ+ኛውን
ሃያአንደኛው	ሃያ+አንደኛው
ሃይሉን	ሃይሉ+ን
ሃይላቸው	ሃይ+ላቸው
ሃይሌም	ሃይሌ+ም
ሃይሌች	ሃይሌ+ች
ሃይሌና	ሃይሌ+ና
ሃይልም	ሃይ+ልም
ሃይልች	ሃይል+ች
ሃይልነቱን	ሃይ+ልነቱን
ሃይልነት	ሃይ+ልነት
ሃይልና	ሃይ+ልና
ሃይልን	ሃይ+ልን
ሃይሎቹ	ሃይ+ሎቹ
ሃይሎቹን	ሃይ+ሎቹን
ሃይሎች	ሃይ+ሎች
ሃይሎችና	ሃይ+ሎች+ና
ሃይሎችን	ሃይ+ሎችን
ሃይሎችንም	ሃይ+ሎች+ንም
ሃይሏ	ሃይ+ሏ
ሃይማታዊ	ሃይማ+ታዊ
ሃይማቷን	ሃይማ+ቷን
ሃይማኖተኛ	ሃይማኖ+ተኛ
ሃይማኖተኝነታቸው	ሃይማኖ+ተኝነታቸው
ሃይማኖቱ	ሃይማኖ+ቱ
ሃይማኖቱን	ሃይማኖ+ቱን
ሃይማኖታቸውን	ሃይማኖ+ታቸውን
ሃይማኖታዊ	ሃይማኖ+ታዊ
ሃይማኖታዊና	ሃይማኖ+ታዊ+ና
የመቀሌው	የ+መቀሌ+ው
ሃይማኖትም	ሃይማኖት+ም
ሃይማኖትና	ሃይማኖት+ና
ሃይማኖትን	ሃይማኖት+ን
ቋንቋና	ቋንቋ+ና
ሃይማኖት›ም	ሃይማኖት+›ም
ሃይማኖት›ና	ሃይማኖት+›ና
ሃይማኖቶችና	ሃይማኖ+ቶች+ና
ሃይቁ	ሃይ+ቁ
ሃይቁን	ሃይ+ቁን
