ሰላማዊ	ሰላ+ማዊ
ዝበለየ	ዝ+በለየ
ዝተወደአ	ዝ+ተወደአ
ዝተዐነቐ	ዝ+ተዐነቐ
ዝጨነቖ	ዝ+ጨነቖ
ኣብጭንቂ	ኣብ+ጭንቂ
ስግኣት	ስግ+ኣት
ዝበኣስ	ዝ+በኣስ
ኣግዳድዎ	ኣግዳድ+ዎ
ምዕመን	ምዕመ+ን
ዝመፀ	ዝ+መፀ
እነትመፀ	እ+ነትመፀ
እንተበኣስ	እንተ+በኣስ
ዝግባዕ	ዝ+ግባዕ
ዝረብሕ	ዝ+ረብሕ
ብቁዕ	ብ+ቁዕ
ንሓዋሩ	ን+ሓዋሩ
ሕርቀት	ሕርቀ+ት
ጉንጉን	ጉንጉ+ን
ተመሊኡ	ተመሊ+ኡ
ብሓደጋ	ብ+ሓደጋ
ሩጉም	ሩጉ+ም
ምስኪናይ	ምስ+ኪናይ
ደድሕነት	ደድሕ+ነት
አይረሳዖን	አይረሳዖ+ን
ውዒዩ	ውዒ+ዩ
ናብዙይን	ናብ+ዙይ+ን
ናብይንበለ	ናብ+ይንበለ
ከምለሰስአሻሸ	ከም+ለሰስአሻሸ
ዝተፀጋፊ	ዝ+ተፀጋፊ
ተጋጊዩ	ተጋጊ+ዩ
ዝተሰርሓ	ዝ+ተሰርሓ
ዝሓረቀ	ዝ+ሓረቀ
ዝጓሃየ	ዝ+ጓሃየ
(ከም	(ከ+ም
ጉትት	ጉት+ት
በድንገት	በድንገ+ት
ዕመታት	ዕመ+ታት
ዓመታት	ዓመ+ታት
ብብዓመቱ	ብ+ብዓመቱ
ምህረት	ምህረ+ት
ዓመተትን	ዓመተት+ን
ንዘመናት	ን+ዘመ+ናት
ንዓመታት	ን+ዓመ+ታት
ናፍቆት	ናፍቆ+ት
ብኸያት	ብ+ኸ+ያት
ኮይኑግና	ኮይኑግ+ና
ኣፍርዩ	ኣፍር+ዩ
ኣርዑት	ኣርዑ+ት
እነንጀኻትኩም	እ+ነንጀኻት+ኩም
ንስኻትክን	ን+ስኻት+ክን
ንስኺ	ን+ስኺ
መንእስያት	መንእስ+ያት
እኾኑ	እ+ኾኑ
ሰብዓይን	ሰብዓይ+ን
ንእስቶይ	ን+እስቶይ
ንኡስ	ን+ኡስ
ናትኹም	ናትኹ+ም
መንእሰያት	መንእሰ+ያት
ናይመንእስያት	ናይመንእስ+ያት
ዝለልአለ	ዝ+ለልአለ
ብጥቕኡ	ብ+ጥቕ+ኡ
ሻርነራኡ	ሻርነራ+ኡ
መቐነቲ	መቐነ+ቲ
ግዝኣት	ግዝ+ኣት
በሃንደበት	በሃንደበ+ት
ሞርታርን	ሞርታር+ን
ጋዛ	ጋ+ዛ
ዝወስዱ	ዝ+ወስ+ዱ
ውሽጣ	ውሽ+ጣ
ፈንዩ	ፈን+ዩ
ዘይትኣምን	ዘይ+ትኣምን
ዝብሉ	ዝ+ብ+ሉ
ዝኽልክል	ዝ+ኽልክል
ገፃ	ገ+ፃ
ዝሕብር	ዝ+ሕብር
እትወስደሉ	እት+ወስ+ደሉ
ተምሃሮ	ተም+ሃሮ
ፓርቲኦም	ፓርቲ+ኦም
ዝፀውዑ	ዝ+ፀው+ዑ
ክድንጉይ	ክ+ድንጉይ
ኣጠንቂቖም	ኣጠን+ቂቖም
ክፍለ	ክ+ፍለ
ኣፍሊጡ	ኣፍ+ሊጡ
ለብዒ	ለብ+ዒ
ታክሲን	ታክሲ+ን
ብጊላታት	ብጊላ+ታት
ዝተሃንጹ	ዝ+ተሃን+ጹ
ርእያቶ	ርእ+ያቶ
ዘይትፈልጥ	ዘይ+ትፈልጥ
ንዝተብሃሉ	ን+ዝተብ+ሃሉ
ኣውዒሉ	ኣው+ዒሉ
ኣቡ	ኣ+ቡ
ምሁራትን	ምሁ+ራትን
መረዳእትኣ	መረዳእ+ትኣ
ዘርጊሓቶ	ዘር+ጊሓቶ
ምልሓኹ	ም+ል+ሓኹ
ዘይቲ	ዘይ+ቲ
ክቕፅል	ክ+ቕፅል
ከምዝኽእል	ከምዝ+ኽእል
ዝምራሕ	ዝ+ምራሕ
ኮርያ	ኮር+ያ
ቀይዲ	ቀይ+ዲ
ዝግመቱ	ዝ+ግ+መቱ
ብምቅዋም	ብም+ቅዋም
ኣካይዶም	ኣካይ+ዶም
ኣጽዲቑ	ኣጽ+ዲቑ
ኮኾቡ	ኮኾ+ቡ
ዝዘውር	ዝ+ዘውር
ዝገልጽ	ዝ+ገልጽ
ንምምራፅ	ንም+ምራፅ
ዝገበርዎ	ዝ+ገበር+ዎ
ምህላዉ	ምህ+ላዉ
ክምለስ	ክ+ምለስ
ይግበር	ይ+ግበር
ክካየድ	ክ+ካየድ
ኣምሲሉ	ኣም+ሲሉ
ክቕየር	ክ+ቕየር
ክቐርብ	ክ+ቐርብ
ንምምርማር	ንምምር+ማር
ሃገሮምን	ሃገ+ሮም+ን
ንምጥንኻር	ንምጥን+ኻር
ዝተብሃላ	ዝ+ተብ+ሃላ
ንምግጣም	ንም+ግጣም
ተፈጥሮ	ተፈጥ+ሮ
ንምሕላው	ንምሕ+ላው
ንዝዕድሉ	ን+ዝዕድ+ሉ
ዝቐፅዕ	ዝ+ቐፅዕ
ዝካየድ	ዝ+ካየድ
ክግበረሉ	ክ+ግ+በረሉ
ዝርከቡ	ዝ+ር+ከቡ
ኢዶም	ኢ+ዶም
ዝማዕበለ	ዝ+ማዕ+በለ
ወይኒ	ወይ+ኒ
እናተብሃለ	እና+ተብ+ሃለ
ኣፍሊጣ	ኣፍ+ሊጣ
ኣውዒላ	ኣው+ዒላ
ኣመሪካን	ኣመሪካ+ን
ኣዝያ	ኣዝ+ያ
ዝተርኣየትሉ	ዝ+ተር+ኣየትሉ
ንዳሓር	ን+ዳሓር
ሰማይ	ሰማ+ይ
እትርከብ	እት+ርከብ
ኩነታታ	ኩነታ+ታ
ክመሓየሽ	ክ+መሓየሽ
ውፅኢቱ	ው+ፅኢቱ
ክጥቀም	ክ+ጥቀም
ንምዕራብ	ንምዕ+ራብ
ዝተጠርጠረት	ዝ+ተጠር+ጠረት
ብምትኳስ	ብምት+ኳስ
መጠኑ	መጠ+ኑ
ዝተመዝገበን	ዝ+ተመዝ+ገበን
ተብሂሉ	ተብ+ሂሉ
ዝፍለጥ	ዝ+ፍለጥ
ዝሓትት	ዝ+ሓትት
ልኢኻ	ል+ኢኻ
ዝተናውሐ	ዝ+ተናው+ሐ
ክትእውጅ	ክ+ትእውጅ
ዝዝውተር	ዝ+ዝውተር
ክእግዶ	ክ+እግ+ዶ
ይኽእል	ይ+ኽእል
ብዝተብሃለ	ብ+ዝተብ+ሃለ
ክትጥቃዕ	ክ+ትጥቃዕ
ግና	ግ+ና
ዝበዝሑ	ዝ+በዝ+ሑ
ዝግመት	ዝ+ግመት
ሜሳ	ሜ+ሳ
ዝወስድ	ዝ+ወስድ
ዝጥቀሙሉ	ዝ+ጥ+ቀሙሉ
ከይሰርሑ	ከይ+ሰር+ሑ
ክገብር	ክ+ገብር
ዝሓንፀፆ	ዝ+ሓን+ፀፆ
ንካልኦት	ንካል+ኦት
ዝበጽሓ	ዝ+በጽ+ሓ
ንምምሕያሽ	ንምምሕ+ያሽ
ንዝተሓንፀፀ	ን+ዝተሓን+ፀፀ
ንምቅዋም	ንም+ቅዋም
ክልለ	ክ+ልለ
ከምዘመልከቶ	ከም+ዘመል+ከቶ
ዝተፈጥረ	ዝ+ተፈጥ+ረ
ምጽናሖም	ምጽ+ናሖም
ተመዝጊቡ	ተመዝ+ጊቡ
ጐንፂ	ጐን+ፂ
ወለዶም	ወ+ለዶም
ክንቀሉ	ክ+ንቀሉ
ዝብሃል	ዝ+ብሃል
ማልያኡ	ማልያ+ኡ
ምልክታ	ምልክ+ታ
ዝፀንሐ	ዝ+ፀን+ሐ
ብዝጠቅም	ብ+ዝጠቅም
ክህልዎም	ክ+ህል+ዎም
መደቡ	መደ+ቡ
ዘይፍለ	ዘይ+ፍለ
ይምርምሩ	ይ+ምርም+ሩ
ሂወቱ	ሂወ+ቱ
ቀረባ	ቀረ+ባ
ትዘፍፍ	ት+ዘፍፍ
ብምጥቃዕ	ብምጥ+ቃዕ
ኣውጺኡ	ኣው+ጺኡ
ተመስሪቶም	ተመስ+ሪቶም
ከምዝመሓላለፍ	ከምዝ+መሓላለፍ
ንምንፃር	ን+ምንፃር
ክውስኽ	ክ+ውስኽ
ኩሎም	ኩ+ሎም
ጀልባ	ጀል+ባ
ንምሕጋዝ	ንምሕ+ጋዝ
ዝህቦ	ዝ+ህ+ቦ
ክዓፁ	ክ+ዓፁ
ስርሖም	ስ+ርሖም
ክስእኑ	ክ+ስእ+ኑ
ኣመልኪቱ	ኣመል+ኪቱ
ፍቓዱ	ፍቓ+ዱ
ክኸውን	ክ+ኸውን
ኣፍልጦ	ኣፍል+ጦ
ዝጸብጸቦ	ዝ+ጸብ+ጸቦ
ይዛይድ	ይ+ዛይድ
ንምርግጋፅ	ንምርግ+ጋፅ
ብምሕታት	ብምሕ+ታት
ብምጥቃም	ብም+ጥቃም
ዝኽእሉ	ዝ+ኽእ+ሉ
ዝፅግዑ	ዝ+ፅግ+ዑ
ክገልፁ	ክ+ገል+ፁ
ዝተልዓላ	ዝ+ተል+ዓላ
ንምጥርናፍ	ንምጥር+ናፍ
ክትቅጽል	ክ+ትቅጽል
እስራኤልን	እስራኤል+ን
ዘይብላ	ዘይ+ብ+ላ
ዝተብሃለት	ዝ+ተብ+ሃለት
ኣቐዲምካ	ኣቐዲም+ካ
ዘይምርግጋእ	ዘይ+ምርግጋእ
ንምውራድ	ንምው+ራድ
ዝስምዑሉ	ዝ+ስም+ዑሉ
ንጥፈታትን	ንጥፈ+ታትን
ኣስዒቡ	ኣስ+ዒቡ
ኣጠንቂቓ	ኣጠን+ቂቓ
መግብን	መግ+ብን
ዝተባህለ	ዝ+ተባህ+ለ
ዝሕክም	ዝ+ሕክም
ንምጥቃም	ንም+ጥቃም
ይርከብ	ይ+ርከብ
ሓበሬታኣ	ሓበሬታ+ኣ
ዝበጽሑ	ዝ+በጽ+ሑ
ጀርመን	ጀር+መን
ዝተባህለት	ዝ+ተባህ+ለት
ስዒሩ	ስ+ዒሩ
ደረጅኡ	ደረ+ጅኡ
ክዕቅብ	ክ+ዕቅብ
ክኢሉ	ክ+ኢሉ
ንመፅሓፍቲ	ንመፅሓፍ+ቲ
ንምግባር	ንምግ+ባር
ምድሪን	ምድሪ+ን
ኣበርክቶ	ኣበርክ+ቶ
ምውዓሉ	ም+ው+ዓሉ
ዘየማልኡ	ዘ+የማል+ኡ
ዳርጋ	ዳር+ጋ
ብዝኸፍአ	ብ+ዝኸፍ+አ
ከምዝተጎድአ	ከምዝ+ተጎድ+አ
ደርቢ	ደር+ቢ
ንተቓወምቲ	ንተቓ+ወምቲ
ንምጥባር	ንምጥ+ባር
ንዝርከቡ	ን+ዝር+ከቡ
ብኣሽሓት	ብኣሽ+ሓት
ንዝግበር	ን+ዝግበር
ንምውጻእ	ንምው+ጻእ
ጉዳዮም	ጉዳ+ዮም
ቀዳመይ	ቀዳ+መይ
ጎርደን	ጎር+ደን
ንምውሳድ	ንምው+ሳድ
ኣየራ	ኣየ+ራ
ከይትኣቱ	ከይ+ትኣቱ
ከልኪላ	ከል+ኪላ
ጀርሲ	ጀር+ሲ
ንምውድዳር	ንምውድ+ዳር
ብምውፃእ	ብምው+ፃእ
ክፍፅሙ	ክ+ፍ+ፅሙ
ክትብል	ክ+ትብል
ዝፍጽም	ዝ+ፍጽም
ዝስዓበ	ዝ+ስ+ዓበ
ስልጣኖም	ስልጣ+ኖም
ከምዝኽእሉ	ከምዝ+ኽእ+ሉ
ንምእንጋድ	ንምእን+ጋድ
ዝደገፍዎ	ዝ+ደገፍ+ዎ
ምሟቱ	ምሟ+ቱ
ወዱ	ወ+ዱ
ከምዘልዓሎ	ከም+ዘል+ዓሎ
ይካየድ	ይ+ካየድ
ኣትዮም	ኣት+ዮም
ንዝተብሃላ	ን+ዝተብ+ሃላ
ንምድሓን	ን+ምድሓን
ንዘላ	ን+ዘላ
ዕደና	ዕ+ደና
ክበትካ	ክ+በት+ካ
ስዒራታ	ስ+ዒራታ
ሓደስትን	ሓ+ደስትን
ምህላወን	ምህ+ላወን
ማልን	ማል+ን
ዝተልዓለ	ዝ+ተል+ዓለ
ይርከቡ	ይ+ር+ከቡ
ዓቐኑ	ዓቐ+ኑ
ዝልካዕ	ዝ+ልካዕ
ንምብራቕ	ንምብ+ራቕ
ከየስዕብ	ከ+የስዕብ
እኳ	እ+ኳ
እትእሰር	እት+እሰር
ንምእታው	ንምእ+ታው
ገፁ	ገ+ፁ
ሓዉ	ሓ+ዉ
ፀብፂቡ	ፀብ+ፂቡ
የመና	የመ+ና
ወፃእተኛታትን	ወፃእተኛ+ታትን
ስርሐን	ስ+ርሐን
ንምፍጻም	ንም+ፍጻም
ተወንጪፋ	ተወን+ጪፋ
ዝውሰዱ	ዝ+ው+ሰዱ
ኣመልኪቶም	ኣመል+ኪቶም
ብልሽውናን	ብልሽ+ውና+ን
መጥቃዕትን	መጥቃዕ+ትን
ሃገራ	ሃገ+ራ
ስለዝመልኡ	ስለዝ+መል+ኡ
ብዘስዓቦ	ብ+ዘስ+ዓቦ
ሃለዋቶም	ሃለዋ+ቶም
ዝነበርዎ	ዝ+ነበር+ዎ
ብምዕናው	ብምዕ+ናው
ብተጻወትቲ	ብተጻ+ወትቲ
ክፍርሙ	ክ+ፍር+ሙ
ዓለምና	ዓለም+ና
ድሐሪ	ድ+ሐሪ
ንምምራሕ	ንም+ምራሕ
ክመርሕ	ክ+መርሕ
ስዒቡ	ስ+ዒቡ
ሰራ	ሰ+ራ
ንዝርከብ	ን+ዝርከብ
ዝፅዋዕ	ዝ+ፅዋዕ
ከይወርድ	ከይ+ወርድ
ተፀብፂቡ	ተፀብ+ፂቡ
ሕብረትን	ሕብረት+ን
ክገብራ	ክ+ገብ+ራ
ይውሕዙ	ይ+ውሕ+ዙ
ይሰርሑ	ይ+ሰር+ሑ
ማናስ	ማና+ስ
ምሰብቀዐ	ም+ሰብ+ቀዐ
ስልጣኑ	ስልጣ+ኑ
ጨውዮም	ጨው+ዮም
ይፍታሕ	ይ+ፍታሕ
ተቓወምቲን	ተቓ+ወምቲን
ንምስፋሕ	ንምስ+ፋሕ
ስዒራ	ስ+ዒራ
ጎንፂ	ጎን+ፂ
ይኹን	ይ+ኹን
ንምቁፅፃር	ንምቁ+ፅፃር
ምውሳዱ	ምው+ሳዱ
ዝተቐትሉ	ዝ+ተቐት+ሉ
ክድለ	ክ+ድለ
ኣፍቂዳ	ኣፍ+ቂዳ
ዝርከባ	ዝ+ር+ከባ
ከባብታትን	ከባ+ብታትን
ዝህንደድ	ዝ+ህንደድ
ሓደጋኡ	ሓደጋ+ኡ
ክብል	ክ+ብል
ዝተባህሉ	ዝ+ተባህ+ሉ
ጋዝን	ጋዝ+ን
ጠያይትን	ጠያይት+ን
ንብዙሓት	ንብዙ+ሓት
ዝተኸልከለ	ዝ+ተኸል+ከለ
ከተማይ	ከተማ+ይ
ዝሓንገደ	ዝ+ሓን+ገደ
ተርጓሚን	ተርጓሚ+ን
ክፍትሑ	ክ+ፍት+ሑ
ክትሕግዛ	ክ+ትሕግ+ዛ
ቡምባን	ቡምባ+ን
ተኹስን	ተ+ኹስን
ንምእላይ	ንምእ+ላይ
ሃገረን	ሃገ+ረን
ክምለሳ	ክ+ም+ለሳ
ክንቀሳቐሱ	ክ+ን+ቀሳቐሱ
ስሙ	ስ+ሙ
ቀይሩ	ቀይ+ሩ
ዝምልከቱ	ዝ+ምል+ከቱ
ሕግታቱ	ሕ+ግታቱ
ዋናን	ዋና+ን
ዝጅምር	ዝ+ጅምር
ክሳተፍ	ክ+ሳተፍ
ዝተገብረ	ዝ+ተገብ+ረ
ክጽንበር	ክ+ጽንበር
ዝተነብረ	ዝ+ተነብ+ረ
ኣድሚጹ	ኣድ+ሚጹ
ንምጭፍላቕ	ንምጭፍ+ላቕ
ክተብል	ክ+ተብል
ከምዘቕርባ	ከም+ዘቕር+ባ
ኣጠንቂቑ	ኣጠን+ቂቑ
ጉተማ	ጉ+ተማ
ከምዝሓብአት	ከምዝ+ሓብ+አት
ብወተሃደራት	ብወተሃደ+ራት
ተጠርጢሮም	ተጠር+ጢሮም
ዝነብሩ	ዝ+ነብ+ሩ
መንበሪኦም	መንበሪ+ኦም
ክሕንፀፅ	ክ+ሕንፀፅ
ክቋረፅ	ክ+ቋረፅ
ከይትፈቅድ	ከይ+ትፈቅድ
ሊዮን	ሊዮ+ን
ብምክያድ	ብምክ+ያድ
ሃገሮም	ሃገ+ሮም
ብዝምልከት	ብ+ዝምልከት
ዓቕላ	ዓቕ+ላ
ይፅንቀቕ	ይ+ፅንቀቕ
ክጉዕፅፁ	ክ+ጉዕ+ፅፁ
ንእስራኤላውያን	ንእስራኤ+ላውያን
ትሕግዝ	ት+ሕግዝ
ምሉእን	ምሉእ+ን
ግልፂን	ግል+ፂን
ምእታዎም	ምእ+ታዎም
ንሓለፍቲ	ንሓ+ለፍቲ
ምርመራን	ምርመራ+ን
ንዝተጠርጠረ	ን+ዝተጠር+ጠረ
ኣውዒሎም	ኣው+ዒሎም
ዝሕብሮ	ዝ+ሕብ+ሮ
ሰባትን	ሰ+ባትን
ክሕተቱ	ክ+ሕ+ተቱ
ምሕርናኽን	ምሕር+ናኽን
ፀኒሑ	ፀኒ+ሑ
ዝህሉ	ዝ+ህሉ
ባህርይን	ባህርይ+ን
ክትህብ	ክ+ትህብ
ዝቐርብ	ዝ+ቐርብ
ኣእምሮን	ኣእምሮ+ን
ሓጋዚኡ	ሓጋዚ+ኡ
ቆንስላ	ቆንስ+ላ
ክሓትት	ክ+ሓትት
ምፍታኑ	ምፍ+ታኑ
መጥቃዕቶም	መጥቃዕ+ቶም
ንዝስርሑ	ን+ዝስር+ሑ
ኣራእሶም	ኣራእ+ሶም
ከምዝሰብሩ	ከምዝ+ሰብ+ሩ
ብዝተጠርጠሩ	ብ+ዝተጠር+ጠሩ
ኣትዩዋ	ኣት+ዩዋ
ዝውነና	ዝ+ው+ነና
ሸሚሞምዎ	ሸሚሞም+ዎ
ዝተብሃሉ	ዝ+ተብ+ሃሉ
ይርእይ	ይ+ርእይ
ርክብን	ርክብ+ን
ባህሪይን	ባህሪ+ይ+ን
ይርከባ	ይ+ር+ከባ
ምእላዮም	ምእ+ላዮም
ምክያዱ	ምክ+ያዱ
ዘይተፈልጠ	ዘይ+ተፈል+ጠ
ዘይምስምማዕ	ዘይ+ምስምማዕ
ክኽፈት	ክ+ኽፈት
ንምብታን	ን+ምብታን
ማይን	ማይ+ን
ንህንፃ	ንህን+ፃ
ማዕርነትን	ማዕርነት+ን
ቁፅፅርን	ቁፅፅር+ን
ደገፎም	ደገ+ፎም
ግዜኡ	ግዜ+ኡ
ጉዳዩ	ጉዳ+ዩ
ኣሕሪሩ	ኣሕ+ሪሩ
ክህነፅ	ክ+ህነፅ
ሓሙስ	ሓሙ+ስ
ምስምዑ	ምስም+ዑ
ኣዲኡ	ኣ+ዲኡ
ብምስዓር	ብምስ+ዓር
ዝበዝሐሉ	ዝ+በዝ+ሐሉ
ዝተሓምሸሸት	ዝ+ተሓም+ሸሸት
ህይወቶም	ህይወ+ቶም
ምውፅኡ	ምው+ፅኡ
እትሰርሕ	እት+ሰርሕ
ምፍጻማ	ም+ፍጻማ
ክትዓልብ	ክ+ትዓልብ
ንዘሎ	ን+ዘሎ
ኣብዘሎ	ኣብ+ዘሎ
ምእሳሮም	ምእ+ሳሮም
መንሽሮ	መንሽ+ሮ
ከምዘስዕብ	ከም+ዘስዕብ
ክስሕብ	ክ+ስሕብ
ኣፍሊጦም	ኣፍ+ሊጦም
ኣትሒዙ	ኣት+ሒዙ
ንኣጋይሽ	ንኣጋ+ይሽ
ጥሒሳ	ጥ+ሒሳ
ብወታደራት	ብወ+ታደራት
ንዘቕርቦ	ን+ዘቕር+ቦ
ክሕሾ	ክ+ሕሾ
ሓላፊነታ	ሓላፊነ+ታ
ክትምለስ	ክ+ትምለስ
ብምስጋእ	ብምስ+ጋእ
ንምፍሳስ	ንምፍ+ሳስ
ክብሉ	ክ+ብ+ሉ
ንዝተጋፍሐን	ን+ዝተጋፍ+ሐን
ዓይኑ	ዓይ+ኑ
ኣይቕፅልን	ኣይ+ቕፅል+ን
ኢጣልያን	ኢጣልያ+ን
ፈረንሳይን	ፈረንሳ+ይ+ን
ማይልስ	ማይል+ስ
ክትከውን	ክ+ትከውን
ምግቢን	ምግቢ+ን
መድሓኒትን	መድሓኒት+ን
ዝዕወት	ዝ+ዕወት
ምስቃሉ	ምስ+ቃሉ
ርሒቖም	ር+ሒቖም
ዝሰርሕ	ዝ+ሰርሕ
ዝፍፅሞ	ዝ+ፍ+ፅሞ
ዝምንጭው	ዝ+ምንጭው
ብምውቓዕ	ብምው+ቓዕ
ማርስ	ማር+ስ
ደብሪ	ደብ+ሪ
ክጠፍእ	ክ+ጠፍእ
ተጠርጢሩ	ተጠር+ጢሩ
ዓመትን	ዓመት+ን
ንምድጋፍ	ንምድ+ጋፍ
በይኑ	በይ+ኑ
ብልሽውና	ብልሽ+ውና
ምፍሻሉ	ምፍ+ሻሉ
ዝስማ	ዝ+ስ+ማ
መርዚ	መር+ዚ
ከምዝፍውስ	ከምዝ+ፍውስ
ዝምህሩ	ዝ+ምህ+ሩ
ብምርካብ	ብ+ምርካብ
ብልዒን	ብልዒ+ን
ሻሂን	ሻሂ+ን
ትምህርታ	ትምህር+ታ
ጥሒሱ	ጥ+ሒሱ
ዝስመ	ዝ+ስመ
ስኢኖም	ስ+ኢኖም
ትነብር	ት+ነብር
ወሊዳ	ወሊ+ዳ
ምብቅዑ	ምብቅ+ዑ
ከልኪሉ	ከል+ኪሉ
ምህላዎም	ምህ+ላዎም
ንደሴታት	ንደሴ+ታት
ምህጋራ	ምህ+ጋራ
ንምክትታል	ንምክት+ታል
መበገሲኡ	መበገሲ+ኡ
ጉዕዞኡ	ጉዕዞ+ኡ
ዝስሙ	ዝ+ስ+ሙ
ምስራቕን	ምስ+ራቕን
ኣሕሊፍካ	ኣሕ+ሊፍካ
ምሃብን	ምሃብ+ን
ፈረቓን	ፈረቓ+ን
ክእሰር	ክ+እሰር
ዝፀንሐት	ዝ+ፀን+ሐት
ህይወታ	ህይወ+ታ
ብስራሕቲ	ብስራሕ+ቲ
ዝህበን	ዝ+ህ+በን
ክኸፍተለን	ክ+ኸፍ+ተለን
ኣማስያ	ኣማስ+ያ
መዓልቱ	መዓል+ቱ
ጥዕንኦም	ጥዕ+ንኦም
ብዝፅዋዕ	ብ+ዝፅዋዕ
ዝተወልዐ	ዝ+ተወል+ዐ
ዓንዩ	ዓን+ዩ
ወሰና	ወሰ+ና
ምስዓቡ	ም+ስ+ዓቡ
ብምውካል	ብምው+ካል
ምፍታኖም	ምፍ+ታኖም
ተዋህዶ	ተዋህ+ዶ
እትህቦ	እት+ህ+ቦ
ንክስታት	ንክ+ስታት
ቅትለትን	ቅትለት+ን
ብምዕንቃፍን	ብምዕን+ቃፍን
ሰነዳትን	ሰነ+ዳትን
ዝኸፍል	ዝ+ኸፍል
ጉልባቡ	ጉልባ+ቡ
ተቐንጢጡ	ተቐን+ጢጡ
መንግስትን	መንግስ+ትን
እናሰርሐ	እና+ሰር+ሐ
ከምዘመልክቶ	ከም+ዘመልክ+ቶ
ንፀሓይ	ን+ፀሓይ
ዋልታኣ	ዋልታ+ኣ
ንምህላው	ንምህ+ላው
ንምድህሳስ	ንምድህ+ሳስ
ስርሓ	ስ+ርሓ
ትቕጽል	ት+ቕጽል
ምህላዋ	ምህ+ላዋ
ጨዳዳትን	ጨዳ+ዳትን
ቅርጽታትን	ቅር+ጽታትን
ምጥፍኡ	ምጥፍ+ኡ
ብምግባር	ብ+ምግባር
ንምክያድ	ንምክ+ያድ
ንምቍጽጻር	ንምቍጽ+ጻር
ኣማውታ	ኣማው+ታ
ክፃረ	ክ+ፃረ
ብዝኣዘዞ	ብ+ዝ+ኣዘዞ
ሓላፍነቱ	ሓላፍነ+ቱ
ብምትካእ	ብምት+ካእ
ከምዝኸውን	ከምዝ+ኸውን
ተሸይጡ	ተሸይ+ጡ
ፈረንሳይ	ፈረንሳ+ይ
መስሪቱ	መስ+ሪቱ
መርዓን	መርዓ+ን
ንምዕቃብ	ንምዕ+ቃብ
እንተኣትዮም	እንተ+ኣት+ዮም
ዝገብሮ	ዝ+ገብ+ሮ
ባተሪታተን	ባተሪ+ታተን
ክትረክብ	ክ+ትረክብ
ንዝተብሃለ	ን+ዝተብ+ሃለ
ክፍፀሙ	ክ+ፍ+ፀሙ
ምባልን	ምባል+ን
ምስዳርን	ምስ+ዳርን
ከምዝቕንስ	ከምዝ+ቕንስ
ዝዕድመኣ	ዝ+ዕድ+መኣ
አይድስ	አይ+ድስ
ዝተወልደት	ዝ+ተወል+ደት
ቅድሚኡ	ቅድሚ+ኡ
ኢዱ	ኢ+ዱ
ብዘርኣዮ	ብ+ዘር+ኣዮ
ክቕፃዕ	ክ+ቕፃዕ
ኣልዒሎሙዎ	ኣል+ዒሎሙዎ
ዝርከቡዎም	ዝ+ር+ከቡዎም
ውዒሎም	ው+ዒሎም
ዝንኪ	ዝ+ንኪ
ዝከላኸል	ዝ+ከላኸል
ክርስቲያንን	ክርስቲያን+ን
ሩስያን	ሩስያ+ን
ሃለዋቱ	ሃለዋ+ቱ
ዝመርሑዋ	ዝ+መር+ሑዋ
ብምእታው	ብምእ+ታው
ስድርኡን	ስድ+ርኡ+ን
ብምዝራቦም	ብ+ም+ዝራቦም
ዝፀብፀበት	ዝ+ፀብ+ፀበት
ከምዝተትሓዙ	ከምዝ+ተት+ሓዙ
ቻይናን	ቻይና+ን
ንምንካይ	ን+ምንካይ
ክሰርሓ	ክ+ሰር+ሓ
ብምፍፃም	ብም+ፍፃም
ዝተዓብለለ	ዝ+ተዓብ+ለለ
ጉባኤን	ጉባኤ+ን
ምጅማሩ	ም+ጅማሩ
ጋንትኡ	ጋን+ትኡ
ተማሕፂኖም	ተማሕ+ፂኖም
ከምዝጠፍአ	ከምዝ+ጠፍ+አ
ምንባሩ	ምን+ባሩ
ሰይሞምዎ	ሰይ+ሞምዎ
ዝኽሰት	ዝ+ኽሰት
ኣስጊኡ	ኣስ+ጊኡ
ዝዝረቡ	ዝ+ዝ+ረቡ
ደገፍቱ	ደ+ገፍቱ
ንምፍፃም	ንም+ፍፃም
ይትልሙ	ይ+ትል+ሙ
ብምንፅፃር	ብምን+ፅፃር
ግዝኣተይን	ግዝኣ+ተይ+ን
ክሕተት	ክ+ሕተት
ተመዝጊቦም	ተመዝ+ጊቦም
ምርጭኡ	ምር+ጭኡ
መዝገበ	መዝ+ገበ
ትርጉሙ	ትርጉ+ሙ
ከምዝልውጦ	ከምዝ+ልው+ጦ
ምብራቕን	ምብ+ራቕን
ኤምባሲታታ	ኤምባሲ+ታታ
ምንታጉ	ምን+ታጉ
ዝንሳፈፍ	ዝ+ንሳፈፍ
ዝመሓላለፍ	ዝ+መሓላለፍ
ተሸይሞም	ተሸይ+ሞም
ባህልን	ባህ+ልን
ከምዝትጐድአ	ከምዝ+ትጐድ+አ
ተመርኲሳ	ተመር+ኲሳ
ኣንሰሒባ	ኣን+ሰሒባ
ይተርፉ	ይ+ተር+ፉ
ክወርድ	ክ+ወርድ
ንዝኽእል	ን+ዝኽእል
ንምድላው	ንምድ+ላው
ንምርካብን	ንምር+ካብን
ዝሽፍን	ዝ+ሽፍን
ብሊቃውንቲ	ብሊ+ቃውንቲ
ዓመቱ	ዓመ+ቱ
